timestamp,velocity_m_s,pressure_bar,power_W,position_deg
1748842752.4543989,0,-0.8715,0.0,201.46627565982405
1748842752.46217,0,-0.8715,0.0,201.46627565982405
1748842752.4723294,0,-0.8715,0.0,201.46627565982405
1748842752.4822052,0,-0.8715,0.0,201.46627565982405
1748842752.4918222,0,-0.8715,0.0,201.46627565982405
1748842752.5018876,0,-0.8715,0.0,201.46627565982405
1748842752.5160007,0,-0.8715,0.0,201.46627565982405
1748842752.5221422,0,-0.8715,0.0,201.46627565982405
1748842752.5321324,0,-0.8715,0.0,201.46627565982405
1748842752.5419927,0,-0.8715,0.0,201.46627565982405
1748842752.5519927,0,-0.8715,0.0,201.46627565982405
1748842752.5618448,0,-0.8715,0.0,201.46627565982405
1748842752.5732222,0,-0.8715,0.0,201.46627565982405
1748842752.5823617,0,-0.8715,0.0,201.46627565982405
1748842752.5916808,0,-0.8715,0.0,201.46627565982405
1748842752.6023848,0,-0.8715,0.0,201.46627565982405
1748842752.6117373,0,-0.8715,0.0,201.46627565982405
1748842752.6220095,0,-0.8715,0.0,201.46627565982405
1748842752.6332862,0,-0.8715,0.0,201.46627565982405
1748842752.6414576,0,-0.8715,0.0,201.46627565982405
1748842752.6531234,0,-0.8715,0.0,201.46627565982405
1748842752.6622975,0,-0.8715,0.0,201.46627565982405
1748842752.6717134,0,-0.8715,0.0,201.46627565982405
1748842752.6820705,0,-0.8715,0.0,201.46627565982405
1748842752.6920695,0,-0.8715,0.0,201.46627565982405
1748842752.701815,0,-0.8715,0.0,201.46627565982405
1748842752.7117147,0,-0.8715,0.0,201.46627565982405
1748842752.7222924,0,-0.8715,0.0,201.46627565982405
1748842752.7315812,0,-0.8715,0.0,201.46627565982405
1748842752.7416842,0,-0.8715,0.0,201.46627565982405
1748842752.7548814,0,-0.8715,0.0,201.46627565982405
1748842752.9148853,0,-0.8715,0.0,201.46627565982405
1748842752.9219265,0,-0.8715,0.0,201.46627565982405
1748842752.9319246,0,-0.8715,0.0,201.46627565982405
1748842752.9420261,0,-0.8715,0.0,201.46627565982405
1748842752.9520278,0,-0.8715,0.0,201.46627565982405
1748842752.9622147,0,-0.8715,0.0,201.46627565982405
1748842752.972406,0,-0.8715,0.0,201.46627565982405
1748842752.9822807,0,-0.8715,0.0,201.46627565982405
1748842752.9924896,0,-0.8715,0.0,201.46627565982405
1748842753.0014975,0,-0.8715,0.0,201.46627565982405
1748842753.0126257,0,-0.8715,0.0,201.46627565982405
1748842753.0217469,0,-0.8715,0.0,201.46627565982405
1748842753.0320299,0,-0.8715,0.0,201.46627565982405
1748842753.042266,0,-0.8715,0.0,201.46627565982405
1748842753.0527756,0,-0.8715,0.0,201.46627565982405
1748842753.0619414,0,-0.8715,0.0,201.46627565982405
1748842753.0716677,0,-0.8715,0.0,201.46627565982405
1748842753.0814502,0,-0.8715,0.0,201.46627565982405
1748842753.091617,0,-0.8715,0.0,201.46627565982405
1748842753.1014707,0,-0.8715,0.0,201.46627565982405
1748842753.1116567,0,-0.8715,0.0,201.46627565982405
1748842753.1217492,0,-0.8715,0.0,201.46627565982405
1748842753.133378,0,-0.8715,0.0,201.46627565982405
1748842753.141494,0,-0.8715,0.0,201.46627565982405
1748842753.152218,0,-0.8715,0.0,201.46627565982405
1748842753.1623945,0,-0.8715,0.0,201.46627565982405
1748842753.172052,0,-0.8715,0.0,201.46627565982405
1748842753.181922,0,-0.8715,0.0,201.46627565982405
1748842753.1925485,0,-0.8715,0.0,201.46627565982405
1748842753.203391,0,-0.8715,0.0,201.46627565982405
1748842753.2115364,0,-0.8715,0.0,201.46627565982405
1748842753.2219386,0,-0.8715,0.0,201.46627565982405
1748842753.2315078,0,-0.8715,0.0,201.46627565982405
1748842753.2417355,0,-0.8715,0.0,201.46627565982405
1748842753.2516022,0,-0.8715,0.0,201.46627565982405
1748842753.261628,0,-0.8715,0.0,201.46627565982405
1748842753.271594,0,-0.8715,0.0,201.46627565982405
1748842753.2815537,0,-0.8715,0.0,201.46627565982405
1748842753.2918968,0,-0.8715,0.0,201.46627565982405
1748842753.3031213,0,-0.8715,0.0,201.46627565982405
1748842753.3122644,0,-0.8715,0.0,201.46627565982405
1748842753.3222578,0,-0.8715,0.0,201.46627565982405
1748842753.3322897,0,-0.8715,0.0,201.46627565982405
1748842753.3423312,0,-0.8715,0.0,201.46627565982405
1748842753.352632,0,-0.8715,0.0,201.46627565982405
1748842753.3618026,0,-0.8715,0.0,201.46627565982405
1748842753.3718038,0,-0.8715,0.0,201.46627565982405
1748842753.3816357,0,-0.8715,0.0,201.46627565982405
1748842753.391776,0,-0.8715,0.0,201.46627565982405
1748842753.401635,0,-0.8715,0.0,201.46627565982405
1748842753.4122882,0,-0.8715,0.0,201.46627565982405
1748842753.4214625,0,-0.8715,0.0,201.46627565982405
1748842753.431513,0,-0.8715,0.0,201.46627565982405
1748842753.4418583,0,-0.8715,0.0,201.46627565982405
1748842753.451442,0,-0.8715,0.0,201.46627565982405
1748842753.4615233,0,-0.8715,0.0,201.46627565982405
1748842753.4716098,0,-0.8715,0.0,201.46627565982405
1748842753.4815767,0,-0.8715,0.0,201.46627565982405
1748842753.4924092,0,-0.8715,0.0,201.46627565982405
1748842753.5043201,0,-0.8715,0.0,201.46627565982405
1748842753.512282,0,-0.8715,0.0,201.46627565982405
1748842753.5223858,0,-0.8715,0.0,201.46627565982405
1748842753.5314693,0,-0.8715,0.0,201.46627565982405
1748842753.5427723,0,-0.8715,0.0,201.46627565982405
1748842753.5527687,0,-0.8715,0.0,201.46627565982405
1748842753.5614443,0,-0.8715,0.0,201.46627565982405
1748842753.5735917,0,-0.8715,0.0,201.46627565982405
1748842753.5833757,0,-0.8715,0.0,201.46627565982405
1748842753.5915048,0,-0.8715,0.0,201.46627565982405
1748842753.6039374,0,-0.8715,0.0,201.46627565982405
1748842753.612058,0,-0.8715,0.0,201.46627565982405
1748842753.622882,0,-0.8715,0.0,201.46627565982405
1748842753.6328862,0,-0.8715,0.0,201.46627565982405
1748842753.6415868,0,-0.8715,0.0,201.46627565982405
1748842753.6515262,0,-0.8715,0.0,201.46627565982405
1748842753.6618292,0,-0.8715,0.0,201.46627565982405
1748842753.6718545,0,-0.8715,0.0,201.46627565982405
1748842753.6817985,0,-0.8715,0.0,201.46627565982405
1748842753.691848,0,-0.8715,0.0,201.46627565982405
1748842753.7021878,0,-0.8715,0.0,201.46627565982405
1748842753.713058,0,-0.8715,0.0,201.46627565982405
1748842753.722677,0,-0.8715,0.0,201.46627565982405
1748842753.7317657,0,-0.8715,0.0,201.46627565982405
1748842753.7418551,0,-0.8715,0.0,201.46627565982405
1748842753.7525048,0,-0.8715,0.0,201.46627565982405
1748842753.7615123,0,-0.8715,0.0,201.46627565982405
1748842753.771448,0,-0.8715,0.0,201.46627565982405
1748842753.7826135,0,-0.8715,0.0,201.46627565982405
1748842753.7924058,0,-0.8715,0.0,201.46627565982405
1748842753.8024185,0,-0.8715,0.0,201.46627565982405
1748842753.9057965,0,-0.8715,0.0,201.46627565982405
1748842753.9114692,0,-0.8715,0.0,201.46627565982405
1748842753.9220412,0,-0.8715,0.0,201.46627565982405
1748842753.9318254,0,-0.8715,0.0,201.46627565982405
1748842753.941916,0,-0.8715,0.0,201.46627565982405
1748842753.9518273,0,-0.8715,0.0,201.46627565982405
1748842753.9619539,0,-0.8715,0.0,201.46627565982405
1748842753.9717956,0,-0.8715,0.0,201.46627565982405
1748842753.9818058,0,-0.8715,0.0,201.46627565982405
1748842753.9917798,0,-0.8715,0.0,201.46627565982405
1748842754.001724,0,-0.8715,0.0,201.46627565982405
1748842754.0118937,0,-0.8715,0.0,201.46627565982405
1748842754.0217462,0,-0.8715,0.0,201.46627565982405
1748842754.0318565,0,-0.8715,0.0,201.46627565982405
1748842754.041859,0,-0.8715,0.0,201.46627565982405
1748842754.0527158,0,-0.8715,0.0,201.46627565982405
1748842754.0623689,0,-0.8715,0.0,201.46627565982405
1748842754.0714946,0,-0.8715,0.0,201.46627565982405
1748842754.0815804,0,-0.8715,0.0,201.46627565982405
1748842754.091581,0,-0.8715,0.0,201.46627565982405
1748842754.1015952,0,-0.8715,0.0,201.46627565982405
1748842754.1116133,0,-0.8715,0.0,201.46627565982405
1748842754.1215825,0,-0.8715,0.0,201.46627565982405
1748842754.131763,0,-0.8715,0.0,201.46627565982405
1748842754.141763,0,-0.8715,0.0,201.46627565982405
1748842754.1524193,0,-0.8715,0.0,201.46627565982405
1748842754.1624193,0,-0.8715,0.0,201.46627565982405
1748842754.1720192,0,-0.8715,0.0,201.46627565982405
1748842754.1820028,0,-0.8715,0.0,201.46627565982405
1748842754.1919239,0,-0.8715,0.0,201.46627565982405
1748842754.202036,0,-0.8715,0.0,201.46627565982405
1748842754.2119465,0,-0.8715,0.0,201.46627565982405
1748842754.2219017,0,-0.8715,0.0,201.46627565982405
1748842754.2325568,0,-0.8715,0.0,201.46627565982405
1748842754.2419336,0,-0.8715,0.0,201.46627565982405
1748842754.252955,0,-0.8715,0.0,201.46627565982405
1748842754.2639847,0,-0.8715,0.0,201.46627565982405
1748842754.2730308,0,-0.8715,0.0,201.46627565982405
1748842754.282198,0,-0.8715,0.0,201.46627565982405
1748842754.292414,0,-0.8715,0.0,201.46627565982405
1748842754.3015795,0,-0.8715,0.0,201.46627565982405
1748842754.3116183,0,-0.8715,0.0,201.46627565982405
1748842754.3216834,0,-0.8715,0.0,201.46627565982405
1748842754.3315842,0,-0.8715,0.0,201.46627565982405
1748842754.342724,0,-0.8715,0.0,201.46627565982405
1748842754.3518598,0,-0.8715,0.0,201.46627565982405
1748842754.3625596,0,-0.8715,0.0,201.46627565982405
1748842754.3726678,0,-0.8715,0.0,201.46627565982405
1748842754.383001,0,-0.8715,0.0,201.46627565982405
1748842754.3921652,0,-0.8715,0.0,201.46627565982405
1748842754.4020941,0,-0.8715,0.0,201.46627565982405
1748842754.4123192,0,-0.8715,0.0,201.46627565982405
1748842754.4223216,0,-0.8715,0.0,201.46627565982405
1748842754.4315054,0,-0.8715,0.0,201.46627565982405
1748842754.441663,0,-0.8715,0.0,201.46627565982405
1748842754.4518366,0,-0.8715,0.0,201.46627565982405
1748842754.4621537,0,-0.8715,0.0,201.46627565982405
1748842754.4721,0,-0.8715,0.0,201.46627565982405
1748842754.4816277,0,-0.8715,0.0,201.46627565982405
1748842754.4917974,0,-0.8715,0.0,201.46627565982405
1748842754.502658,0,-0.8715,0.0,201.46627565982405
1748842754.5114818,0,-0.8715,0.0,201.46627565982405
1748842754.5225728,0,-0.8715,0.0,201.46627565982405
1748842754.5317795,0,-0.8715,0.0,201.46627565982405
1748842754.542232,0,-0.8715,0.0,201.46627565982405
1748842754.5523536,0,-0.8715,0.0,201.46627565982405
1748842754.5616674,0,-0.8715,0.0,201.46627565982405
1748842754.5719807,0,-0.8715,0.0,201.46627565982405
1748842754.5820615,0,-0.8715,0.0,201.46627565982405
1748842754.5916471,0,-0.8715,0.0,201.46627565982405
1748842754.6027775,0,-0.8715,0.0,201.46627565982405
1748842754.6128087,0,-0.8715,0.0,201.46627565982405
1748842754.622085,0,-0.8715,0.0,201.46627565982405
1748842754.6331182,0,-0.8715,0.0,201.46627565982405
1748842754.6424801,0,-0.8715,0.0,201.46627565982405
1748842754.6520405,0,-0.8715,0.0,201.46627565982405
1748842754.6630414,0,-0.8715,0.0,201.46627565982405
1748842754.6725655,0,-0.8715,0.0,201.46627565982405
1748842754.6818178,0,-0.8715,0.0,201.46627565982405
1748842754.6919904,0,-0.8715,0.0,201.46627565982405
1748842754.7024162,0,-0.8715,0.0,201.46627565982405
1748842754.711584,0,-0.8715,0.0,201.46627565982405
1748842754.7214646,0,-0.8715,0.0,201.46627565982405
1748842754.7319012,0,-0.8715,0.0,201.46627565982405
1748842754.7420776,0,-0.8715,0.0,201.46627565982405
1748842754.7520125,0,-0.8715,0.0,201.46627565982405
1748842754.7620142,0,-0.8715,0.0,201.46627565982405
1748842754.7731564,0,-0.8715,0.0,201.46627565982405
1748842754.782193,0,-0.8715,0.0,201.46627565982405
1748842754.7921493,0,-0.8715,0.0,201.46627565982405
1748842754.802399,0,-0.8715,0.0,201.46627565982405
1748842754.904432,0,-0.8715,0.0,201.46627565982405
1748842754.911545,0,-0.8715,0.0,201.46627565982405
1748842754.921539,0,-0.8715,0.0,201.46627565982405
1748842754.9325094,0,-0.8715,0.0,201.46627565982405
1748842754.9415362,0,-0.8715,0.0,201.46627565982405
1748842754.9525392,0,-0.8715,0.0,201.46627565982405
1748842754.961639,0,-0.8715,0.0,201.46627565982405
1748842754.971608,0,-0.8715,0.0,201.46627565982405
1748842754.9824014,0,-0.8715,0.0,201.46627565982405
1748842754.9915607,0,-0.8715,0.0,201.46627565982405
1748842755.0024307,0,-0.8715,0.0,201.46627565982405
1748842755.0122643,0,-0.8715,0.0,201.46627565982405
1748842755.022274,0,-0.8715,0.0,201.46627565982405
1748842755.0316794,0,-0.8715,0.0,201.46627565982405
1748842755.0420818,0,-0.8715,0.0,201.46627565982405
1748842755.0525532,0,-0.8715,0.0,201.46627565982405
1748842755.061987,0,-0.8715,0.0,201.46627565982405
1748842755.0720572,0,-0.8715,0.0,201.46627565982405
1748842755.0816247,0,-0.8715,0.0,201.46627565982405
1748842755.0916188,0,-0.8715,0.0,201.46627565982405
1748842755.1025255,0,-0.8715,0.0,201.46627565982405
1748842755.11173,0,-0.8715,0.0,201.46627565982405
1748842755.1218367,0,-0.8715,0.0,201.46627565982405
1748842755.131507,0,-0.8715,0.0,201.46627565982405
1748842755.1416473,0,-0.8715,0.0,201.46627565982405
1748842755.1522205,0,-0.8715,0.0,201.46627565982405
1748842755.162777,0,-0.8715,0.0,201.46627565982405
1748842755.1719346,0,-0.8715,0.0,201.46627565982405
1748842755.1820042,0,-0.8715,0.0,201.46627565982405
1748842755.1916215,0,-0.8715,0.0,201.46627565982405
1748842755.2016547,0,-0.8715,0.0,201.46627565982405
1748842755.2116685,0,-0.8715,0.0,201.46627565982405
1748842755.2216506,0,-0.8715,0.0,201.46627565982405
1748842755.231628,0,-0.8715,0.0,201.46627565982405
1748842755.2417636,0,-0.8715,0.0,201.46627565982405
1748842755.252058,0,-0.8715,0.0,201.46627565982405
1748842755.261699,0,-0.8715,0.0,201.46627565982405
1748842755.2717247,0,-0.8715,0.0,201.46627565982405
1748842755.2817204,0,-0.8715,0.0,201.46627565982405
1748842755.2926304,0,-0.8715,0.0,201.46627565982405
1748842755.3017988,0,-0.8715,0.0,201.46627565982405
1748842755.3126578,0,-0.8715,0.0,201.46627565982405
1748842755.3218832,0,-0.8715,0.0,201.46627565982405
1748842755.3327532,0,-0.8715,0.0,201.46627565982405
1748842755.3426304,0,-0.8715,0.0,201.46627565982405
1748842755.351766,0,-0.8715,0.0,201.46627565982405
1748842755.3627431,0,-0.8715,0.0,201.46627565982405
1748842755.3719103,0,-0.8715,0.0,201.46627565982405
1748842755.3820858,0,-0.8715,0.0,201.46627565982405
1748842755.3915474,0,-0.8715,0.0,201.46627565982405
1748842755.4024162,0,-0.8715,0.0,201.46627565982405
1748842755.411643,0,-0.8715,0.0,201.46627565982405
1748842755.4219074,0,-0.8715,0.0,201.46627565982405
1748842755.4320517,0,-0.8715,0.0,201.46627565982405
1748842755.4423797,0,-0.8715,0.0,201.46627565982405
1748842755.4524772,0,-0.8715,0.0,201.46627565982405
1748842755.461779,0,-0.8715,0.0,201.46627565982405
1748842755.472481,0,-0.8715,0.0,201.46627565982405
1748842755.4819765,0,-0.8715,0.0,201.46627565982405
1748842755.4915025,0,-0.8715,0.0,201.46627565982405
1748842755.5016494,0,-0.8715,0.0,201.46627565982405
1748842755.5118318,0,-0.8715,0.0,201.46627565982405
1748842755.522027,0,-0.8715,0.0,201.46627565982405
1748842755.5320945,0,-0.8715,0.0,201.46627565982405
1748842755.5421164,0,-0.8715,0.0,201.46627565982405
1748842755.552693,0,-0.8715,0.0,201.46627565982405
1748842755.5622892,0,-0.8715,0.0,201.46627565982405
1748842755.5724156,0,-0.8715,0.0,201.46627565982405
1748842755.5817502,0,-0.8715,0.0,201.46627565982405
1748842755.5917156,0,-0.8715,0.0,201.46627565982405
1748842755.601717,0,-0.8715,0.0,201.46627565982405
1748842755.611886,0,-0.8715,0.0,201.46627565982405
1748842755.622022,0,-0.8715,0.0,201.46627565982405
1748842755.6316316,0,-0.8715,0.0,201.46627565982405
1748842755.6419818,0,-0.8715,0.0,201.46627565982405
1748842755.6518807,0,-0.8715,0.0,201.46627565982405
1748842755.6620078,0,-0.8715,0.0,201.46627565982405
1748842755.6729665,0,-0.8715,0.0,201.46627565982405
1748842755.682963,0,-0.8715,0.0,201.46627565982405
1748842755.6916363,0,-0.8715,0.0,201.46627565982405
1748842755.7018006,0,-0.8715,0.0,201.46627565982405
1748842755.7119334,0,-0.8715,0.0,201.46627565982405
1748842755.7225275,0,-0.8715,0.0,201.46627565982405
1748842755.7316165,0,-0.8715,0.0,201.46627565982405
1748842755.7415776,0,-0.8715,0.0,201.46627565982405
1748842755.7516122,0,-0.8715,0.0,201.46627565982405
1748842755.7616177,0,-0.8715,0.0,201.46627565982405
1748842755.7715776,0,-0.8715,0.0,201.46627565982405
1748842755.7817907,0,-0.8715,0.0,201.46627565982405
1748842755.7916915,0,-0.8715,0.0,201.46627565982405
1748842755.8016856,0,-0.8715,0.0,201.46627565982405
1748842755.953078,0,-0.8715,0.0,201.46627565982405
1748842755.9621885,0,-0.8715,0.0,201.46627565982405
1748842755.9721887,0,-0.8715,0.0,201.46627565982405
1748842755.9820795,0,-0.8715,0.0,201.46627565982405
1748842755.9921784,0,-0.8715,0.0,201.46627565982405
1748842756.0021763,0,-0.8715,0.0,201.46627565982405
1748842756.011778,0,-0.8715,0.0,201.46627565982405
1748842756.0221865,0,-0.8715,0.0,201.46627565982405
1748842756.031621,0,-0.8715,0.0,201.46627565982405
1748842756.0421333,0,-0.8715,0.0,201.46627565982405
1748842756.0516512,0,-0.8715,0.0,201.46627565982405
1748842756.0616536,0,-0.8715,0.0,201.46627565982405
1748842756.072085,0,-0.8715,0.0,201.46627565982405
1748842756.0820775,0,-0.8715,0.0,201.46627565982405
1748842756.092103,0,-0.8715,0.0,201.46627565982405
1748842756.1020963,0,-0.8715,0.0,201.46627565982405
1748842756.1123345,0,-0.8715,0.0,201.46627565982405
1748842756.1223338,0,-0.8715,0.0,201.46627565982405
1748842756.131531,0,-0.8715,0.0,201.46627565982405
1748842756.141529,0,-0.8715,0.0,201.46627565982405
1748842756.1515367,0,-0.8715,0.0,201.46627565982405
1748842756.1616223,0,-0.8715,0.0,201.46627565982405
1748842756.1717763,0,-0.8715,0.0,201.46627565982405
1748842756.1827824,0,-0.8715,0.0,201.46627565982405
1748842756.1918087,0,-0.8715,0.0,201.46627565982405
1748842756.2018032,0,-0.8715,0.0,201.46627565982405
1748842756.2119474,0,-0.8715,0.0,201.46627565982405
1748842756.2219832,0,-0.8715,0.0,201.46627565982405
1748842756.232178,0,-0.8715,0.0,201.46627565982405
1748842756.2415438,0,-0.8715,0.0,201.46627565982405
1748842756.2520776,0,-0.8715,0.0,201.46627565982405
1748842756.2616704,0,-0.8715,0.0,201.46627565982405
1748842756.272058,0,-0.8715,0.0,201.46627565982405
1748842756.282118,0,-0.8715,0.0,201.46627565982405
1748842756.291869,0,-0.8715,0.0,201.46627565982405
1748842756.30212,0,-0.8715,0.0,201.46627565982405
1748842756.3124335,0,-0.8715,0.0,201.46627565982405
1748842756.3221433,0,-0.8715,0.0,201.46627565982405
1748842756.3316772,0,-0.8715,0.0,201.46627565982405
1748842756.3425398,0,-0.8715,0.0,201.46627565982405
1748842756.351726,0,-0.8715,0.0,201.46627565982405
1748842756.3616798,0,-0.8715,0.0,201.46627565982405
1748842756.3717234,0,-0.8715,0.0,201.46627565982405
1748842756.3818932,0,-0.8715,0.0,201.46627565982405
1748842756.3916519,0,-0.8715,0.0,201.46627565982405
1748842756.4016845,0,-0.8715,0.0,201.46627565982405
1748842756.4115417,0,-0.8715,0.0,201.46627565982405
1748842756.4219458,0,-0.8715,0.0,201.46627565982405
1748842756.4318402,0,-0.8715,0.0,201.46627565982405
1748842756.4420063,0,-0.8715,0.0,201.46627565982405
1748842756.4522135,0,-0.8715,0.0,201.46627565982405
1748842756.4615552,0,-0.8715,0.0,201.46627565982405
1748842756.4720838,0,-0.8715,0.0,201.46627565982405
1748842756.4822514,0,-0.8715,0.0,201.46627565982405
1748842756.4916224,0,-0.8715,0.0,201.46627565982405
1748842756.5023828,0,-0.8715,0.0,201.46627565982405
1748842756.5115519,0,-0.8715,0.0,201.46627565982405
1748842756.5224237,0,-0.8715,0.0,201.46627565982405
1748842756.5315874,0,-0.8715,0.0,201.46627565982405
1748842756.541665,0,-0.8715,0.0,201.46627565982405
1748842756.5523999,0,-0.8715,0.0,201.46627565982405
1748842756.5616062,0,-0.8715,0.0,201.46627565982405
1748842756.5716813,0,-0.8715,0.0,201.46627565982405
1748842756.5815918,0,-0.8715,0.0,201.46627565982405
1748842756.5917096,0,-0.8715,0.0,201.46627565982405
1748842756.6017046,0,-0.8715,0.0,201.46627565982405
1748842756.6116893,0,-0.8715,0.0,201.46627565982405
1748842756.6221216,0,-0.8715,0.0,201.46627565982405
1748842756.6321218,0,-0.8715,0.0,201.46627565982405
1748842756.6427307,0,-0.8715,0.0,201.46627565982405
