Time,Pressure,Position,Velocity
0.0010104179382324219,3.2102000000000004,3.2609506540487603,0.0
0.002008676528930664,3.1982999999999997,3.2609506540487603,0.0
0.0030078887939453125,3.2102000000000004,3.2609506540487603,0.0
0.0040090084075927734,3.1982999999999997,3.2609506540487603,0.0
0.0040090084075927734,3.2102000000000004,3.2609506540487603,0.0
0.005009651184082031,3.1982999999999997,3.2609506540487603,0.0
1.653393030166626,3.1982999999999997,3.2609506540487603,0.0
1.682420253753662,3.1982999999999997,3.2609506540487603,0.0
1.7110369205474854,3.2102000000000004,3.2609506540487603,0.0
1.7353370189666748,3.1982999999999997,3.2609506540487603,0.0
1.7643318176269531,3.1864,3.2609506540487603,0.0
1.7927353382110596,3.1982999999999997,3.2609506540487603,0.0
1.8218152523040771,3.1982999999999997,3.2609506540487603,0.0
1.8504481315612793,3.1982999999999997,3.2609506540487603,0.0
1.8785607814788818,3.2102000000000004,3.2609506540487603,0.0
1.9079680442810059,3.1982999999999997,3.2609506540487603,0.0
1.9360415935516357,3.1982999999999997,3.2609506540487603,0.0
1.9607927799224854,3.2102000000000004,3.2609506540487603,0.0
1.989391565322876,3.2102000000000004,3.2609506540487603,0.0
2.0180625915527344,3.2102000000000004,3.2609506540487603,0.0
2.0464885234832764,3.1982999999999997,3.2609506540487603,0.0
2.0755207538604736,3.1982999999999997,3.2609506540487603,0.0
2.1043076515197754,3.1982999999999997,3.2609506540487603,0.0
2.1323065757751465,3.2102000000000004,3.2609506540487603,0.0
2.157498359680176,3.2102000000000004,3.2609506540487603,0.0
2.1860907077789307,3.2102000000000004,3.2609506540487603,0.0
2.2152926921844482,3.2102000000000004,3.2609506540487603,0.0
2.243126630783081,3.2102000000000004,3.2609506540487603,0.0
2.2721352577209473,3.2102000000000004,3.2609506540487603,0.0
2.300799608230591,3.1982999999999997,3.2609506540487603,0.0
2.3297951221466064,3.1864,3.2609506540487603,0.0
2.357790946960449,3.1982999999999997,3.2609506540487603,0.0
2.3825018405914307,3.2102000000000004,3.2609506540487603,0.0
2.4119722843170166,3.2102000000000004,3.2609506540487603,0.0
2.440523147583008,3.1982999999999997,3.2609506540487603,0.0
2.469019651412964,3.2102000000000004,3.2609506540487603,0.0
2.497704029083252,3.1982999999999997,3.2609506540487603,0.0
2.5263054370880127,3.2102000000000004,3.2609506540487603,0.0
2.554311990737915,3.1982999999999997,3.2609506540487603,0.0
2.579860210418701,3.2102000000000004,3.2609506540487603,0.0
2.607849359512329,3.1982999999999997,3.2609506540487603,0.0
2.637277126312256,3.2102000000000004,3.2609506540487603,0.0
2.6656665802001953,3.1982999999999997,3.2609506540487603,0.0
2.6943087577819824,3.2102000000000004,3.2609506540487603,0.0
2.722543716430664,3.2102000000000004,3.2609506540487603,0.0
2.7513630390167236,3.2102000000000004,3.2609506540487603,0.0
2.7802350521087646,3.2102000000000004,3.2609506540487603,0.0
2.804591655731201,3.2102000000000004,3.2609506540487603,0.0
2.833559036254883,3.2102000000000004,3.2609506540487603,0.0
2.861984968185425,3.2102000000000004,3.2609506540487603,0.0
2.8908729553222656,3.2102000000000004,3.2609506540487603,0.0
2.919583320617676,3.2102000000000004,3.2609506540487603,0.0
2.9476094245910645,3.2102000000000004,3.2609506540487603,0.0
2.9769461154937744,3.2102000000000004,3.2609506540487603,0.0
3.000824451446533,3.2102000000000004,3.2609506540487603,0.0
3.029897689819336,3.2102000000000004,3.2609506540487603,0.0
3.058570146560669,3.1982999999999997,3.2609506540487603,0.0
3.0874009132385254,3.1982999999999997,3.2609506540487603,0.0
3.116204023361206,3.1982999999999997,3.2609506540487603,0.0
3.144855499267578,3.1982999999999997,3.2609506540487603,0.0
3.173511505126953,3.2102000000000004,3.2609506540487603,0.0
3.20210862159729,3.1982999999999997,3.2609506540487603,0.0
3.226677656173706,3.2102000000000004,3.2609506540487603,0.0
3.2557029724121094,3.1982999999999997,3.2609506540487603,0.0
3.2837839126586914,3.1982999999999997,3.2609506540487603,0.0
3.312469959259033,3.2102000000000004,3.2609506540487603,0.0
3.341306447982788,3.1982999999999997,3.2609506540487603,0.0
3.3695502281188965,3.2102000000000004,3.2609506540487603,0.0
3.3988404273986816,3.2102000000000004,3.2609506540487603,0.0
3.4236679077148438,3.2102000000000004,3.2609506540487603,0.0
3.4521827697753906,3.2102000000000004,3.2609506540487603,0.0
3.4805774688720703,3.1982999999999997,3.2609506540487603,0.0
3.509350299835205,3.2102000000000004,3.2609506540487603,0.0
3.5378339290618896,3.2102000000000004,3.2609506540487603,0.0
3.5665719509124756,3.2102000000000004,3.2609506540487603,0.0
3.594667434692383,3.1982999999999997,3.2609506540487603,0.0
3.6239140033721924,3.2102000000000004,3.2609506540487603,0.0
3.6484289169311523,3.2102000000000004,3.2609506540487603,0.0
3.6777467727661133,3.2102000000000004,3.2609506540487603,0.0
3.7058539390563965,3.2102000000000004,3.2609506540487603,0.0
3.7340950965881348,3.1982999999999997,3.2609506540487603,0.0
3.763089656829834,3.1982999999999997,3.2609506540487603,0.0
3.7918241024017334,3.2102000000000004,3.2609506540487603,0.0
3.820424795150757,3.2102000000000004,3.2609506540487603,0.0
3.84541916847229,3.1982999999999997,3.2609506540487603,0.0
