Time,Pressure,Position,Velocity
15.096268653869629,1.0444,3.2564465785597427,0.0
15.124891519546509,1.0325000000000002,3.2564465785597427,-0.15672229233115792
15.15363073348999,1.0444,3.2519425030707247,0.0
15.182328939437866,1.0444,3.2519425030707247,-0.31609309450917744
15.210827350616455,1.0444,3.2429343520926897,-0.3738181678566629
15.234925031661987,1.0444,3.2339262011146546,-0.30437943527222444
15.264520168304443,1.0563000000000002,3.2249180501366195,-0.4742308926571158
15.293013095855713,1.0563000000000002,3.2114058236695664,-0.47228654599722164
15.3216233253479,1.0563000000000002,3.1978935972025133,-0.4761913147783889
15.349998950958252,1.0682,3.1843813707354607,-0.6314360579207912
15.378531217575073,1.0682,3.16636506877939,-0.6310880110870558
15.407079219818115,1.0682,3.14834876682332,-0.7290482137921535
15.431791305541992,1.0801000000000003,3.130332464867249,-0.4642397241125727
15.460897445678711,1.0801000000000003,3.1168202384001966,-0.7903186900671443
15.489392757415771,1.092,3.094299860955108,-0.8000043126546154
15.517543077468872,1.1038999999999999,3.07177948351002,-0.6275242890204451
15.546253204345703,1.1038999999999999,3.0537631815539497,-0.6106725878000585
15.575755596160889,1.1158000000000001,3.035746879597879,-0.7904245050245442
15.604247093200684,1.1277,3.013226502152791,-0.6348577423762043
15.632625579833984,1.1277,2.9952102001967202,-0.7338556230351553
15.657175779342651,1.1396000000000002,2.97719389824065,-0.6254311910045911
15.68598198890686,1.1396000000000002,2.959177596284579,-0.46446419484894297
15.715074062347412,1.1515,2.945665369817527,-0.31359026999027556
15.743799924850464,1.1515,2.9366572188394913,-0.31875447073622104
15.77206039428711,1.1515,2.927649067861456,-0.16052702015473733
15.800118446350098,1.1633999999999998,2.923144992372438,-0.3066273093042297
15.829496622085571,1.1633999999999998,2.914136841394403,0.0
15.853675842285156,1.1633999999999998,2.914136841394403,-0.15383425490935349
15.882954597473145,1.1633999999999998,2.9096327659053856,0.0
15.911457777023315,1.1633999999999998,2.9096327659053856,0.0
15.939995050430298,1.1633999999999998,2.9096327659053856,0.0
15.968115329742432,1.1633999999999998,2.9096327659053856,0.0
15.997261047363281,1.1633999999999998,2.9096327659053856,0.0
16.026124954223633,1.1633999999999998,2.9096327659053856,0.0
16.054773569107056,1.1633999999999998,2.9096327659053856,0.18309050929810958
16.079373836517334,1.1633999999999998,2.914136841394403,-0.15620653254854303
16.108207941055298,1.1633999999999998,2.9096327659053856,0.15772063183462945
16.136765241622925,1.1633999999999998,2.914136841394403,0.0
16.16493058204651,1.1515,2.914136841394403,0.1582849062001009
16.19338607788086,1.1633999999999998,2.9186409168834206,0.1574852808913881
16.221986055374146,1.1633999999999998,2.923144992372438,0.15510486083425104
16.251024961471558,1.1515,2.927649067861456,0.35978254437206225
16.276062726974487,1.1515,2.9366572188394913,0.16089890164455173
16.30405592918396,1.1515,2.9411612943285093,0.155319097590136
16.333054780960083,1.1515,2.945665369817527,0.4825610755644163
16.361055850982666,1.1396000000000002,2.959177596284579,0.15525910270544233
16.390065908432007,1.1396000000000002,2.963681671773597,0.45874589629167895
16.419520616531372,1.1396000000000002,2.97719389824065,0.16315279246815997
16.447127103805542,1.1396000000000002,2.9816979737296676,0.46889099371770043
16.47594451904297,1.1277,2.9952102001967202,0.7181973023072046
16.50102996826172,1.1277,3.013226502152791,0.3146636547443784
16.52965784072876,1.1277,3.022234653130826,0.46733281812509564
16.558571338653564,1.1158000000000001,3.035746879597879,0.4798887841528429
16.58672833442688,1.1158000000000001,3.049259106064932,0.6157832975557428
16.615985870361328,1.1038999999999999,3.0672754080210023,0.316175093554615
16.644476890563965,1.1038999999999999,3.0762835589990374,0.4731697962836177
16.673033714294434,1.092,3.0897957854660905,0.5477956052123701
16.697700262069702,1.092,3.1033080119331435,0.31046972521509736
16.726714849472046,1.092,3.1123161629111786,0.3188809114982222
16.754964113235474,1.0801000000000003,3.121324313889214,0.47038540498537473
16.783689975738525,1.0801000000000003,3.1348365403562664,0.3127906723053352
16.81248927116394,1.0682,3.143844691334302,0.4734741770580088
16.84102773666382,1.0682,3.157356917801355,0.31917183665695054
16.869251251220703,1.0682,3.16636506877939,0.31088101106494714
16.89822745323181,1.0682,3.1753732197574256,0.5484370272277839
16.92286515235901,1.0563000000000002,3.1888854462244782,0.3173248984166603
16.951252937316895,1.0563000000000002,3.1978935972025133,0.31415085790120856
16.97992753982544,1.0563000000000002,3.206901748180549,0.1543067095753279
17.009116649627686,1.0563000000000002,3.2114058236695664,0.31979587869161596
17.037285089492798,1.0563000000000002,3.220413974647602,0.15726372175788958
17.065925359725952,1.0563000000000002,3.2249180501366195,0.15421349724811223
17.09513211250305,1.0444,3.229422125625637,0.18441669520288412
17.119555473327637,1.0325000000000002,3.2339262011146546,0.0
17.14886713027954,1.0444,3.2339262011146546,0.0
17.17701768875122,1.0444,3.2339262011146546,0.0
17.20536971092224,1.0444,3.2339262011146546,-0.1569853650095833
17.234060764312744,1.0444,3.229422125625637,0.0
17.263051748275757,1.0444,3.229422125625637,-0.3188270946599876
17.291305780410767,1.0444,3.220413974647602,-0.1586264785790225
17.319700002670288,1.0563000000000002,3.215909899158584,-0.5262880897384697
17.345374584197998,1.0563000000000002,3.202397672691531,-0.3202838393769146
17.373500108718872,1.0563000000000002,3.1933895217134958,-0.4733674015641264
17.402045011520386,1.0563000000000002,3.1798772952464427,-0.6251879916236006
17.430862426757812,1.0682,3.1618609932903725,-0.46885220360579366
17.45968222618103,1.0682,3.14834876682332,-0.7858737474370181
17.488338708877563,1.0801000000000003,3.1258283893782313,-0.4716184199023445
17.5169894695282,1.092,3.1123161629111786,-0.7368324056316595
17.54144048690796,1.092,3.094299860955108,-0.6222945323645103
17.57039189338684,1.1038999999999999,3.0762835589990374,-0.6329646130097247
17.5988552570343,1.1158000000000001,3.058267257042967,-0.6356588044848908
17.627197980880737,1.1158000000000001,3.0402509550868966,-0.6168942753078097
17.656402826309204,1.1158000000000001,3.022234653130826,-0.4745048561999253
17.684879302978516,1.1158000000000001,3.0087224266637738,-0.6302563647093481
17.713464975357056,1.1396000000000002,2.9907061247077027,-0.48293938390722635
17.74144411087036,1.1277,2.97719389824065,-0.5314751633563393
17.766868114471436,1.1396000000000002,2.963681671773597,-0.4714575664428929
17.795528650283813,1.1396000000000002,2.950169445306544,-0.3096910188339095
17.824616193771362,1.1515,2.9411612943285093,-0.31930130718987876
17.85282826423645,1.1515,2.9321531433504737,-0.15613423562864784
17.881675720214844,1.1633999999999998,2.927649067861456,-0.31526754514016847
17.91024875640869,1.1633999999999998,2.9186409168834206,0.0
17.938668966293335,1.1633999999999998,2.9186409168834206,-0.18165216484824945
17.96346402168274,1.1633999999999998,2.914136841394403,-0.15716298128905473
17.992122650146484,1.1633999999999998,2.9096327659053856,0.1603321975429082
18.020214796066284,1.1633999999999998,2.914136841394403,-0.154504844483878
18.04936647415161,1.1633999999999998,2.9096327659053856,0.0
18.07814049720764,1.1633999999999998,2.9096327659053856,0.0
18.10659146308899,1.1633999999999998,2.9096327659053856,0.0
18.135108470916748,1.1633999999999998,2.9096327659053856,0.15723492559084
18.163753986358643,1.1633999999999998,2.914136841394403,-0.18014858810184659
18.188755989074707,1.1633999999999998,2.9096327659053856,0.0
18.2168185710907,1.1633999999999998,2.9096327659053856,0.0
18.246066093444824,1.1633999999999998,2.9096327659053856,0.0
18.274766206741333,1.1633999999999998,2.9096327659053856,0.15805580335236644
18.303262948989868,1.1633999999999998,2.914136841394403,0.16121745895108588
18.33120083808899,1.1633999999999998,2.9186409168834206,0.15387309783004605
18.360472202301025,1.1633999999999998,2.923144992372438,0.17877452721525197
18.385666370391846,1.1515,2.927649067861456,0.15988170041967387
18.413837671279907,1.1515,2.9321531433504737,0.46950861999558113
18.442617177963257,1.1515,2.945665369817527,0.3137491171176396
18.471328496932983,1.1396000000000002,2.9546735207955614,0.3149863167441568
18.499927043914795,1.1396000000000002,2.963681671773597,0.31525702289381846
18.52850103378296,1.1396000000000002,2.9726898227516325,0.31709586564984926
18.556909322738647,1.1396000000000002,2.9816979737296676,0.47749120007805695
18.58520770072937,1.1277,2.9952102001967202,0.5424632022633759
18.610116720199585,1.1277,3.0087224266637738,0.4674484544931861
18.639023065567017,1.1158000000000001,3.022234653130826,0.6254829599671791
18.667826890945435,1.1158000000000001,3.0402509550868966,0.4799660020296968
18.695979356765747,1.1038999999999999,3.0537631815539497,0.6213376914564701
18.72497534751892,1.1038999999999999,3.07177948351002,0.46604925348804005
18.753968477249146,1.1038999999999999,3.085291709977073,0.6259544516658646
18.782750606536865,1.092,3.1033080119331435,0.5558001502384705
18.807061910629272,1.0801000000000003,3.1168202384001966,0.47981971553102776
18.835222959518433,1.0682,3.130332464867249,0.6188443620365308
18.864335775375366,1.0801000000000003,3.14834876682332,0.46857697825270556
18.8931725025177,1.0682,3.1618609932903725,0.48060094229899425
18.921287775039673,1.0682,3.1753732197574256,0.4707331266791649
18.949992418289185,1.0682,3.1888854462244782,0.30824582439813086
18.97921633720398,1.0682,3.1978935972025133,0.48389188640619696
19.007140398025513,1.0563000000000002,3.2114058236695664,0.5319940066803083
19.03253960609436,1.0563000000000002,3.2249180501366195,0.4731935002059186
19.061094999313354,1.0444,3.2384302766036717,0.15599113041377063
19.08996891975403,1.0444,3.2429343520926897,0.32173203855526833
19.1179678440094,1.0325000000000002,3.2519425030707247,0.31059478392215467
19.146970748901367,1.0325000000000002,3.2609506540487603,0.0
19.174970149993896,1.0325000000000002,3.2609506540487603,0.15413925995944963
19.204190969467163,1.0325000000000002,3.2654547295377783,0.0
19.228272914886475,1.0444,3.2654547295377783,0.0
19.25728440284729,1.0325000000000002,3.2654547295377783,-0.15275826472187942
19.2867693901062,1.0325000000000002,3.2609506540487603,-0.16058433076527298
19.314817428588867,1.0444,3.2564465785597427,-0.31354082586286225
19.343547821044922,1.0444,3.247438427581707,-0.31554137030047064
19.372096061706543,1.0444,3.2384302766036717,-0.48176527783866635
19.40014338493347,1.0444,3.2249180501366195,-0.4625762985305675
19.429354190826416,1.0563000000000002,3.2114058236695664,-0.5502634644367843
19.45391011238098,1.0563000000000002,3.1978935972025133,-0.47140266599845904
19.482573986053467,1.0682,3.1843813707354607,-0.6174033429980051
19.511754751205444,1.0682,3.16636506877939,-0.6277223761187645
19.54045581817627,1.0801000000000003,3.14834876682332,-0.8061423309275676
19.568391799926758,1.0801000000000003,3.1258283893782313,-0.6160594110513042
19.597636222839355,1.092,3.107812087422161,-0.6267851739746256
19.62638020515442,1.092,3.0897957854660905,-0.9348228892594548
19.650470733642578,1.092,3.0672754080210023,-0.6132347117837531
19.679849863052368,1.1038999999999999,3.049259106064932,-0.9466399224918839
19.70839762687683,1.1158000000000001,3.022234653130826,-0.6329009963445423
19.73686385154724,1.1277,3.0042183511747558,-0.7847898737075697
19.765559911727905,1.1277,2.9816979737296676,-0.6239233066330468
19.794435739517212,1.1396000000000002,2.963681671773597,-0.47106961615548665
19.82311987876892,1.1396000000000002,2.950169445306544,-0.6536611826541727
19.850682020187378,1.1515,2.9321531433504737,-0.3540710681264957
19.876123666763306,1.1633999999999998,2.923144992372438,-0.156309930082892
19.90493869781494,1.1633999999999998,2.9186409168834206,-0.31999901483651066
19.93308925628662,1.1633999999999998,2.9096327659053856,-0.31360849017894016
19.96181344985962,1.1633999999999998,2.90062461492735,-0.15535486126781012
19.990805625915527,1.1753,2.8961205394383325,-0.16056658739438512
20.01885676383972,1.1633999999999998,2.8916164639493154,0.0
20.048096418380737,1.1753,2.8916164639493154,0.0
20.07283592224121,1.1753,2.8916164639493154,0.15833531836335002
20.101282358169556,1.1633999999999998,2.8961205394383325,-0.15981948174684982
20.129464626312256,1.1753,2.8916164639493154,0.0
20.15877389907837,1.1633999999999998,2.8916164639493154,0.15559926069208213
20.18772053718567,1.1633999999999998,2.8961205394383325,-0.15782736275668047
20.21625852584839,1.1633999999999998,2.8916164639493154,0.15654696741594337
20.24502992630005,1.1633999999999998,2.8961205394383325,0.0
20.27349066734314,1.1633999999999998,2.8961205394383325,0.0
20.298398971557617,1.1633999999999998,2.8961205394383325,0.15865178954346626
20.326788663864136,1.1633999999999998,2.90062461492735,0.0
20.355334758758545,1.1633999999999998,2.90062461492735,0.31248024347901676
20.384162664413452,1.1633999999999998,2.9096327659053856,0.16087286866234848
20.412160396575928,1.1515,2.914136841394403,0.3105769122246411
20.44116497039795,1.1515,2.923144992372438,0.0
20.469163417816162,1.1515,2.923144992372438,0.36035559404265516
20.494161367416382,1.1515,2.9321531433504737,0.46604925348804005
20.523154497146606,1.1515,2.945665369817527,0.3217457373246811
20.551152229309082,1.1396000000000002,2.9546735207955614,0.46588068655706205
20.580155849456787,1.1396000000000002,2.9681857472626145,0.30939937666154876
20.609270811080933,1.1277,2.97719389824065,0.6408121246209612
20.637385606765747,1.1277,2.9952102001967202,0.6226226845811039
20.666321754455566,1.1277,3.013226502152791,0.31270524290944407
20.695128917694092,1.1158000000000001,3.022234653130826,0.9109675008867377
20.719850301742554,1.1158000000000001,3.0447550305759146,0.47530871725777013
20.748278617858887,1.1038999999999999,3.058267257042967,0.46342357021680963
20.777436017990112,1.1038999999999999,3.07177948351002,0.630508784883936
20.806010246276855,1.1038999999999999,3.0897957854660905,0.4723967719106675
20.834613800048828,1.0801000000000003,3.1033080119331435,0.4718618703139391
20.86324977874756,1.0801000000000003,3.1168202384001966,0.47375122687360816
20.8917715549469,1.0801000000000003,3.130332464867249,0.7303447254127607
20.91643977165222,1.0801000000000003,3.14834876682332,0.31335619887851124
20.945187091827393,1.0682,3.157356917801355,0.47933273723455405
20.973376750946045,1.0682,3.1708691442684076,0.47150463414559685
21.002034425735474,1.0682,3.1843813707354607,0.15832470260799225
21.03048276901245,1.0563000000000002,3.1888854462244782,0.3123872349484203
21.059319257736206,1.0563000000000002,3.1978935972025133,0.30948807915809334
21.088425874710083,1.0563000000000002,3.206901748180549,0.3166149100824282
